"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010038","GO:0010038","response to metal ion","91/3391","351/18860",0.259259259259259,1.44194327031248,3.91309787797723,0.000117443327337756,0.00172561928739364,0.00119021205148654,"DUSP1/MT2A/VCAM1/INHBB/IMPA2/MT1E/ABCC9/ADCY1/PRKAA1/ABAT/TUBA1A/AQP3/CLIC4/MT1X/P2RX7/ATP1A2/RASGRP2/MT1M/PKD2/JUN/MDM2/THBS1/PCNA/ITPKB/CAT/NPC1/MEF2A/ADCY8/PPP2CB/CASP3/MAP1LC3A/HIF1A/PPP5C/CACNA1G/ABCC6/LOXL2/CPNE3/LGMN/CALM1/NFATC4/AKR1C3/CAV1/STIM1/TRPV6/DNMT3A/LRRK2/HMOX1/ENTPD6/CARF/KCNQ3/FABP4/HSF1/ASPH/ANXA11/SLC1A1/KCNMA1/EEF2K/TFAP2A/PLCG2/SLC11A2/WNT5A/ABCB1/BMP6/ASS1/TCIRG1/ATP13A2/SLC25A12/SCN5A/PPP1CA/NFE2L1/ATP7A/GRIA1/MT-CYB/ATF4/DLG4/MEF2C/GNRH1/ALAS1/CREB1/BCL2/GSS/CAMK2D/HAAO/MAPT/KMT2A/PPIF/JUND/PRNP/SEC31A/G6PD/CYBRD1",91
"GO:0071470","GO:0071470","cellular response to osmotic stress","23/3391","59/18860",0.389830508474576,2.16815198756429,4.20752774814983,0.00011900577624746,0.0017444912153658,0.00120322859358905,"ERRFI1/ARHGEF2/SCN7A/BDKRB2/PKD2/LRRC8D/ZFP36L1/CASP3/SCN2A/OXSR1/NINJ1/ATP1A1/MTOR/CASP1/YBX3/AKR1B1/PTGS2/LETM1/ABCB1/TRPV4/EFHD1/CAB39/DDX3X",23
"GO:0097237","GO:0097237","cellular response to toxic substance","42/3391","134/18860",0.313432835820896,1.74324484918375,4.04253606614729,0.000119851957997911,0.0017506374130751,0.00120746781288723,"GPX3/TXNRD1/CLIC2/NQO1/TRPA1/SESN2/SELENOS/GPX8/GCH1/AIFM2/PIM1/CAT/GSR/RAB29/UBIAD1/GSTO1/PTPN13/ALDH1A1/PTGS1/PRDX6/FBLN5/GPX1/PTGS2/HBA1/PTGES/GPX4/SLC29A4/CYGB/SELENOF/EDNRA/PINK1/ABCB1/GSTM3/MTARC2/ADH5/HBA2/ATP7A/GSTM2/ALDH2/PXDN/PRDX3/AKR1B10",42
"GO:0055123","GO:0055123","digestive system development","47/3391","155/18860",0.303225806451613,1.68647558527792,4.01794691219359,0.000120115411158519,0.0017506374130751,0.00120746781288723,"KLF5/COL3A1/PKDCC/EPHB3/SOX9/LGR4/SMO/PDGFC/EXT1/TGFB2/DCHS1/FZD5/FGF10/GLI2/NOTCH1/FOXF2/HIF1A/GLI3/PRDM1/CBFA2T2/SMAD3/PDGFRA/FGFR2/TCF21/BBS7/SFRP2/AHI1/YAP1/PCSK5/PKD1/EDNRB/WDR19/RB1/INSR/SFRP1/WNT5A/ASS1/RARRES2/IFT172/CLMP/SLC4A2/IGF1/ADA/BCL2/NCKAP1/EGFR/GATA6",47
"GO:0032495","GO:0032495","response to muramyl dipeptide","12/3391","22/18860",0.545454545454545,3.03369882844964,4.46861241727131,0.000120278179209064,0.0017506374130751,0.00120746781288723,"ARHGEF2/NOTCH1/JAG1/NFKBIA/ERBIN/NAGK/TNFAIP3/MAPK14/ZDHHC5/VIM/RELA/LDOC1",12
"GO:0032835","GO:0032835","glomerulus development","27/3391","74/18860",0.364864864864865,2.02929854065212,4.15367165927781,0.000120541179861085,0.0017506374130751,0.00120746781288723,"KLF15/COL4A4/CFLAR/ACTA2/NID1/MYO1E/LGR4/EXT1/SULF2/MTSS1/NOTCH3/COL4A3/NOTCH1/IL6R/ANGPT1/PDGFRA/JAG1/TCF21/PDGFRB/EDNRB/ASXL1/PLCE1/EDNRA/SULF1/MEF2C/BCL2/AMPD2",27
"GO:0034762","GO:0034762","regulation of transmembrane transport","112/3391","450/18860",0.248888888888889,1.38426553949998,3.86280608815049,0.000127734988055759,0.00185082982693263,0.0012765735648407,"CACNB2/KLF15/STOM/ACSL1/IRS2/TRPC6/PRKAG2/NR4A3/ABCC9/PIK3R1/PRKCE/LEP/DMD/CLIC2/FGF13/IRS1/P2RX7/ATP1A2/SELENOS/ANK2/NEDD4L/TRIB3/STIM2/BDKRB1/PRKD1/THBS1/SLC26A6/CNIH3/AGT/UBASH3B/FHL1/PTPN11/SCN1B/PIM1/SORBS1/SLC8A1/VMP1/KCNS1/ACTN4/ARL6IP5/MEF2A/KCNE3/PTK2B/CHP1/OXSR1/PSEN1/AKAP7/CALM1/SRI/PID1/GSTO1/CACNA1C/CAV1/STIM1/TMBIM6/ITGB1/FLNA/GNB2/INPP5K/BIN1/PER2/ARPP19/ATP1B1/TMC2/OPN3/ASPH/KCNJ8/CTSS/NGF/CLTCL1/RGS4/KCNS3/GRIN2A/STXBP4/GPER1/INSR/MAPK14/ENPP1/EDNRA/SLC7A5/AHNAK/TCIRG1/KCNJ12/CEMIP/SCN5A/PTPN3/GRB10/PTPRM/GRIA1/ASIC2/UBQLN1/UBR3/DIAPH1/GSTM2/IGF1/OAZ2/CAB39/UTRN/HEPH/BCL2/CAMK2D/PRRT1/SLMAP/VAMP2/ANO6/JPH2/PPIF/THY1/PRNP/CHD7/CYBA/G6PD",112
"GO:0045646","GO:0045646","regulation of erythrocyte differentiation","21/3391","52/18860",0.403846153846154,2.24610394029444,4.21285720045767,0.000128771845172016,0.00186155427790145,0.00128397054451166,"FOXO3/KLF13/GLUL/CDK6/HMGB2/STAT3/YPEL4/STAT5A/ZFP36L1/MAFB/LDB1/STAT5B/INHBA/HIF1A/INPP5D/MAPK14/STAT1/ACVR1B/ZFP36/ABCB10/ZNF16",21
"GO:0030010","GO:0030010","establishment of cell polarity","49/3391","164/18860",0.298780487804878,1.661751695665,3.98505887991858,0.000130481358097284,0.0018819311280514,0.00129802507716379,"AMOT/CYTH3/ROCK2/RHOJ/AMOTL2/FGF13/KANK1/ROCK1/FGF10/TTC8/GSN/MAP1B/WEE1/FLOT2/PHLDB2/ABL2/LLGL1/ITGB1/SPRY2/GPSM1/FSCN1/KCNJ8/CFL1/PARD3B/NDEL1/PKD1/SH3BP1/RAP1B/WWC1/WNT5A/ARF6/TCIRG1/CRK/MYO18A/DIAPH3/CYP26B1/RUFY3/GOLPH3/MAPRE1/SDCCAG8/SKA2/CCDC85C/MYH9/SPRY1/NUMA1/CDK5RAP2/RIPOR2/FEZ1/BRSK1",49
"GO:0002040","GO:0002040","sprouting angiogenesis","58/3391","203/18860",0.285714285714286,1.58908033871172,3.95087915761383,0.000131614006488952,0.00188957958057593,0.00130330044725058,"PIK3R3/CREB3L1/ACVRL1/CEMIP2/RHOJ/PLK2/GLUL/BMPER/EPHB4/ROBO1/HDAC7/CCBE1/SRF/VEGFA/VSTM4/THBS1/SMAD1/NOTCH1/NR4A1/ANGPT1/PTK2B/IL12A/KLF4/LOXL2/PACSIN2/HDAC5/ADGRG6/PARVA/STARD13/E2F7/EGR3/ITGB1/HMOX1/PIK3C2A/ANXA1/VEGFC/HDAC9/FGF1/PKM/VEGFD/PTGS2/SEMA5A/PDCD10/JMJD6/ITGB1BP1/NUS1/TGM2/TJP1/GREM1/EPN2/DLL4/SLIT2/ADGRA2/DLL1/SPRED1/TBXA2R/AKT3/EHD4",58
"GO:0007369","GO:0007369","gastrulation","58/3391","203/18860",0.285714285714286,1.58908033871172,3.95087915761383,0.000131614006488952,0.00188957958057593,0.00130330044725058,"DUSP1/COL11A1/AMOT/PLPP3/TGFBR2/NR4A3/COL7A1/TXNRD1/MYADM/COL4A2/NF2/DUSP5/LAMB1/TGIF1/ITGA2/MAPK7/EXT1/COL8A1/SRF/ITGA8/TENM4/MMP15/SMAD1/AHDC1/LDB1/COL5A1/INHBA/LAMA3/KLF4/SMAD3/ITGA7/ATOH8/FGFR2/UGDH/SFRP2/EYA1/ITGB1/TP53/LAMB3/MAP2K1/ITGA4/COL5A2/DKK1/NR0B1/TGIF2/SFRP1/WNT5A/FZD7/DVL2/PRKAR1A/CDC73/MMP2/KDM6B/COL12A1/MYH9/ITGA3/NCKAP1/GATA6",58
"GO:0045445","GO:0045445","myoblast differentiation","37/3391","114/18860",0.324561403508772,1.80513950757164,4.03702428919472,0.000134371986195365,0.00192038688243672,0.00132454917935295,"SOX4/MBNL1/SMARCD2/SOX9/MAP3K5/PLEC/SDC1/BOC/RBPJ/SRF/DDIT3/EPAS1/ZFP36L1/PLCB1/NOTCH1/NRG1/FLOT2/CCL8/BCL9/JAG1/ITGB1/TBX3/GPX1/MSTN/BTG1/RB1/MAPK14/DPF3/AKIRIN1/TBX2/ACTB/GREM1/IGF1/MEF2C/DLL1/SMARCB1/RIPOR2",37
"GO:0097306","GO:0097306","cellular response to alcohol","37/3391","114/18860",0.324561403508772,1.80513950757164,4.03702428919472,0.000134371986195365,0.00192038688243672,0.00132454917935295,"INHBB/KLF9/ADCY1/PRKAA1/FOXO3/PRKCE/CDK4/SMO/BRCA1/GNG2/PRKD1/MDM2/ADCY8/INHBA/OSBPL7/LRP6/PTGFR/TNC/ITPR2/AKR1C3/ADCY3/SGK1/DNMT3A/GNAI1/CCL7/BTG2/SFRP1/ANKRD13C/DAG1/NFE2L1/SPIDR/RAD51/GOLPH3/GRAMD1B/LARP1/CREB1/CYBA",37
"GO:0032386","GO:0032386","regulation of intracellular transport","75/3391","279/18860",0.268817204301075,1.49510246921801,3.90080964425093,0.000135237981113593,0.00192837066706064,0.00133005583817698,"PIK3R1/LEP/ANXA2/NF2/PKIA/APOD/UHMK1/SMO/PRR5L/PRKD1/MDM2/PTPN11/IER3/NEAT1/RAB11FIP3/MAP2/ANGPT1/SLC51B/CHP1/MAP1B/RAB29/GLI3/HSP90AA1/INSIG1/PSEN1/SMAD3/UBE2J1/SUFU/POPDC1/THOC2/JAK2/PGAP1/CRYAB/RANGAP1/NFKBIA/BAG3/SEPTIN8/LRRK2/FLNA/DMAP1/B3GAT3/EFCAB7/ASPH/MAVS/MAP2K1/SEC24B/NDEL1/MDFIC/TMEM30B/PPP1R12A/GAS6/EHD1/PDCD10/MAPK14/SCP2/ARHGAP1/NUS1/ATP13A2/CDKN2A/DENND10/ZDHHC2/RUFY3/MAPK3/OAZ2/TMEM53/BCAP31/NUMA1/YOD1/EDEM1/VAMP2/VPS11/FEZ1/TARDBP/VPS35/SORL1",75
"GO:0014812","GO:0014812","muscle cell migration","36/3391","110/18860",0.327272727272727,1.82021929706978,4.03940868180321,0.000136211326293392,0.00193784549016949,0.00133659091154585,"ADAMTS1/CCN3/NR4A3/POSTN/ITGA2/SMO/MDM2/ROCK1/DOCK5/SEMA6D/DDIT3/MDK/PRKG1/LPAR1/PARVA/CCN4/ANXA1/PLEKHO1/PLAU/GNA12/PDGFRB/MSTN/ABHD2/TPM1/AKIRIN1/CORO1B/ITGB1BP1/CRK/AAMP/GRB10/SLIT2/IGF1/MEF2C/BCL2/SIX4/SORL1",36
"GO:0090316","GO:0090316","positive regulation of intracellular protein transport","32/3391","94/18860",0.340425531914894,1.89337231846502,4.06539424235365,0.000137719578349987,0.00195487021395435,0.00134833338079733,"PIK3R1/LEP/SMO/PRR5L/PRKD1/MDM2/SLC51B/RAB29/GLI3/HSP90AA1/PSEN1/SMAD3/JAK2/BAG3/FLNA/DMAP1/B3GAT3/EFCAB7/ASPH/MAVS/TMEM30B/GAS6/PDCD10/MAPK14/ZDHHC2/RUFY3/OAZ2/BCAP31/EDEM1/VAMP2/TARDBP/SORL1",32
"GO:0046330","GO:0046330","positive regulation of JNK cascade","34/3391","102/18860",0.333333333333333,1.85392706183033,4.04873826783725,0.000138290788875258,0.00195854719955614,0.00135086950948363,"SH3RF3/SEMA3A/EDA2R/GADD45B/CCN2/TNIK/RASSF2/MAP3K5/HIPK2/PLCB1/PTK2B/TNFRSF19/MAPK8IP1/EPHA4/MBIP/TLR3/NRK/MFHAS1/TAOK3/DKK1/LTBR/MTURN/TRAF4/WNT5A/FZD7/DVL2/CRK/TRPV4/ZNF622/HRAS/GADD45G/RNF13/DUSP22/MAPK8IP3",34
"GO:0072175","GO:0072175","epithelial tube formation","43/3391","139/18860",0.309352517985612,1.72055101421664,3.99208442958869,0.000139448264343113,0.00197049191551506,0.00135910814299321,"CITED2/FZD6/GDNF/SOX9/TGIF1/VEGFA/SPINT2/TGFB2/GDF7/FGF10/PRKACB/CTHRC1/PIK3CD/CASP3/TEAD2/ADM/HIF1A/HS2ST1/SPECC1L/SUFU/RALA/FGFR2/SFRP2/LMO4/NUP50/MTHFD1L/CC2D2A/SEC24B/CFL1/SFRP1/WNT5A/DVL2/VASP/SEMA4C/IFT172/GREM1/ZEB2/MTHFD1/SDC4/CDK20/PLXNB2/SIX4/NCKAP1",43
"GO:0030218","GO:0030218","erythrocyte differentiation","47/3391","156/18860",0.301282051282051,1.67566484434665,3.96751411353198,0.000142343199632857,0.00200687917864392,0.00138420554391644,"CITED2/FOXO3/KLF13/GLUL/CDK6/HMGB2/STAT3/BCL6/SRF/VEGFA/HIPK2/YPEL4/EPAS1/STAT5A/ZFP36L1/MAFB/LDB1/STAT5B/INHBA/CASP3/SLC1A5/HIF1A/CDIN1/JAK2/CEBPG/RAC1/INPP5D/HBA1/BPGM/MFHAS1/SLC11A2/RB1/MAPK14/STAT1/ACIN1/JMJD6/ACVR1B/ZFP36/DIAPH3/NFE2L1/HBA2/TCEA1/ABCB10/ALAS1/SP3/ZNF16/G6PD",47
"GO:0051654","GO:0051654","establishment of mitochondrion localization","16/3391","35/18860",0.457142857142857,2.54252854193875,4.27653315962566,0.000144667217468582,0.00203507202331364,0.00140365100545985,"TRAK2/KIF5B/WASF1/MAP1B/HIF1A/UBB/MAP1S/PKD1/ARMCX3/TSPAN9/KIFBP/NECTIN2/DNM1L/MARK1/MAPT/FEZ1",16
"GO:0071356","GO:0071356","cellular response to tumor necrosis factor","63/3391","226/18860",0.278761061946903,1.55040802958378,3.89742745668586,0.000150515015761127,0.00211259778274118,0.00145712287717883,"VCAM1/COL1A1/ANXA4/ARHGEF2/FOXO3/EDA2R/POSTN/AKAP12/MAP3K5/BRCA1/ZFP36L2/EXT1/TNFSF13B/THBS1/ZFP36L1/ACTN4/TNFRSF11B/PPP2CB/PTK2B/TANK/TNFRSF19/ADAMTS7/JAK2/TNFRSF1B/CASP1/LIMS1/PID1/NFKBIA/YBX3/ERBIN/INPP5K/TP53/RORA/FABP4/TRAF3/FOXP1/CFL1/TNFAIP3/GBP3/ADAM17/GAS6/CD40/GPER1/GBA1/MAPK14/SFRP1/STAT1/NSMAF/ABCB1/ZFP36/ASS1/UBE2K/MAPKAPK2/CARD8/MAPK3/CHUK/ANKRD1/TNFRSF14/IKBKB/RELA/SNRNP70/SPHK1/CYBA",63
"GO:0019216","GO:0019216","regulation of lipid metabolic process","92/3391","358/18860",0.256983240223464,1.42928455046138,3.83945462430243,0.000151450227416719,0.00212097930092075,0.00146290386492042,"GDF15/IRS2/PRKAG2/PNPLA2/PRKAA1/NR3C1/ORMDL1/PRKCE/LEP/APOD/IRS1/SOX9/BRCA1/TRIB3/CPT1A/ABHD5/PPARG/AGT/STAT5A/SORBS1/PLPP1/CIDEC/SREBF1/CCN1/STAT5B/PRKG1/ACSL3/SAMD8/CHP1/ADM/INSIG1/ADRA2A/ATP1A1/MTOR/ERLIN2/AKR1C3/CH25H/CAV1/ABCA7/PDK4/RORA/GNAI1/FMO2/C1QTNF2/MLYCD/ADORA1/LPIN1/FGF1/SCARB1/GOLM1/FGFR4/H6PD/LPCAT3/PTGS2/NR1H2/ASXL3/SCAP/NR1D2/PLCG2/KLHL25/NR0B1/TPK1/GPER1/DAGLB/ADIPOR1/SCP2/ELOVL5/SEC14L2/LACTB/NSMAF/LDLR/RUBCNL/BMP6/RARRES2/APOB/SPATA18/DKK3/TBL1XR1/NFE2L1/KPNB1/TYSND1/FABP3/QKI/HTR2A/CREB1/PPARA/DNAJC15/ACACB/ANGPTL4/SPHK1/SORL1/INSIG2",92
"GO:0021915","GO:0021915","neural tube development","49/3391","165/18860",0.296969696969697,1.65168047326703,3.93646188678197,0.000153656800035308,0.00214708855995885,0.00148091221414876,"CITED2/PHGDH/FZD6/TGIF1/SMO/PKD2/SPINT2/TGFB2/GDF7/DCHS1/PRKACB/GLI2/CTHRC1/ZFP36L1/SSBP3/NOTCH1/CASP3/TEAD2/ADM/HIF1A/GLI3/SPECC1L/PSEN1/SUFU/RALA/SFRP2/LMO4/NUP50/MTHFD1L/CC2D2A/ITPK1/SEC24B/CFL1/PLOD3/PKD1/WDR19/SFRP1/WNT5A/DVL2/VASP/SEMA4C/IFT172/ZEB2/MTHFD1/SDC4/CDK20/PLXNB2/PLXNA2/NCKAP1",49
"GO:0030900","GO:0030900","forebrain development","105/3391","419/18860",0.250596658711217,1.39376378156696,3.81630125509047,0.000154873971114176,0.00215928732171187,0.00148932607076112,"CXCL12/CCKAR/INHBB/PLXNA4/SUN2/NR4A3/EPHB2/TUBA1A/COL3A1/ALDH1A3/SEMA3A/NF2/EPHB3/TACC1/ROBO1/SLC7A11/CDK6/FGF13/SLC38A2/LAMB1/ATP1A2/RBPJ/SMO/EXT1/SRF/AKNA/GDF7/CDON/TSKU/FGF10/BMERB1/GLI2/RAC3/NRP2/NOTCH3/TTC8/MDK/PLCB1/PRKG1/MYH10/NOTCH1/INHBA/CASP3/HIF1A/GLI3/LPAR1/PSEN1/ATAT1/PTEN/NR2F2/PGAP1/FGFR2/UBB/EZH2/RAC1/LRRK2/FLNA/FAT4/TBX3/FOXP1/CFL1/TYRO3/NDEL1/MDGA1/SEMA5A/HOOK3/RTN4RL2/DKK1/NR0B1/EZH1/BTG2/PHACTR1/EPHA5/KDM1A/WNT5A/SEMA3D/CORO1C/ZMIZ1/DPCD/DNAJB1/DIXDC1/CRK/ZEB2/SCN5A/ASPM/TOX/ATRX/KDM6B/APLP1/ATP7A/GRIA1/SLIT2/NDNF/CCDC85C/CREB1/ATG16L1/FILIP1/ATF5/FXR2/LARGE1/DCLK2/FEZ1/EGFR/CHD7/PIANP",105
"GO:0170038","GO:0170038","proteinogenic amino acid biosynthetic process","20/3391","49/18860",0.408163265306122,2.27011476958817,4.16799481459554,0.000155722785726677,0.00216630766662787,0.00149416821594671,"PHGDH/GLS/PSAT1/GLUL/ASNS/SHMT2/SHMT1/ADI1/SERINC3/PLOD3/PYCR1/ASS1/ALDH18A1/MTHFD1/PYCR2/GLUD1/ASL/PLOD2/BHMT2/GLUD2",20
"GO:0097178","GO:0097178","ruffle assembly","18/3391","42/18860",0.428571428571429,2.38362050806757,4.2028801815703,0.000157201231560477,0.00218203656373989,0.00150501691417122,"STON1/AIF1L/KANK1/EPS8/PIP5K1A/CAV1/CSPG4/RAC1/INPP5K/EVL/SH3YL1/NDEL1/SH3BP1/PFN2/ARF6/CORO1C/HRAS/DEF8",18
"GO:0031102","GO:0031102","neuron projection regeneration","23/3391","60/18860",0.383333333333333,2.13201612110489,4.11188933395089,0.000160431966979489,0.00220822643198278,0.00152308086201722,"PRRX1/OMG/APOD/JUN/PTN/MAP1B/KLF4/TNC/JAK2/EPHA4/MAP2K1/NREP/ADAM17/RTN4RL2/SCARF1/DAG1/MMP2/BCL2/NEO1/THY1/GRN/MAPK8IP3/MATN2",23
"GO:1901607","GO:1901607","alpha-amino acid biosynthetic process","23/3391","60/18860",0.383333333333333,2.13201612110489,4.11188933395089,0.000160431966979489,0.00220822643198278,0.00152308086201722,"CBS/LOC102724560/PHGDH/GLS/PSAT1/GLUL/ASNS/SHMT2/SHMT1/ADI1/SERINC3/PLOD3/PYCR1/ASS1/ALDH18A1/MTHFD1/PYCR2/GLUD1/CTH/ASL/PLOD2/BHMT2/GLUD2",23
"GO:0001101","GO:0001101","response to acid chemical","44/3391","144/18860",0.305555555555556,1.69943314001114,3.944691452747,0.000160623599659766,0.00220822643198278,0.00152308086201722,"COL1A1/COL4A1/GCLM/TUBA1A/COL3A1/NSMF/SESN2/PLEC/PKD2/SOCS1/PDGFC/VEGFA/PCNA/COL16A1/CASP3/CPEB1/SESN3/PDGFRA/PIK3CA/MTOR/COL1A2/ZEB1/TMBIM6/SIPA1/DNMT3A/HSF1/COL18A1/CFL1/COL5A2/SLC7A5/ABCB1/ASS1/CEBPB/HNRNPAB/MMP2/GRIA1/LAMTOR5/PIK3C3/CHUK/CREB1/RELA/CDO1/EGFR/CYBA",44
"GO:0048813","GO:0048813","dendrite morphogenesis","44/3391","144/18860",0.305555555555556,1.69943314001114,3.944691452747,0.000160623599659766,0.00220822643198278,0.00152308086201722,"TRPC6/PDLIM5/EPHB2/NSMF/SEMA3A/EPHB3/TRAK2/TNIK/NEDD4L/FZD4/PTN/ARMCX5-GPRASP2/GORASP1/MEF2A/MAP2/MAPRE3/SIPA1L1/TANC2/PAK3/CUL7/PTEN/NFATC4/ZNF365/TPBG/ITGB1/EPHA4/RAC1/LRRK2/LZTS1/CFL1/OBSL1/SDC2/EEF2K/SLC11A2/PHACTR1/PPFIA2/ANKRD27/PTPRD/PICALM/ATP7A/WASL/DLG4/ATG16L1/PREX2",44
"GO:0060840","GO:0060840","artery development","38/3391","119/18860",0.319327731092437,1.77603096679545,3.97601722784801,0.000160847860920646,0.00220822643198278,0.00152308086201722,"SOX4/TGFBR2/CITED2/COL3A1/PRRX1/LEP/ACVRL1/ROBO1/RBPJ/PKD2/SRF/VEGFA/TGFB2/DDIT3/NOTCH3/MDK/LOX/MYH10/NOTCH1/EGR2/ENG/GLI3/PRDM1/SUFU/LOXL1/JAG1/SLC2A10/EYA1/SEC24B/PDGFRB/EDNRA/LDLR/TBX2/ZMIZ1/APOB/DLL4/AKT3/CHD7",38
"GO:0045669","GO:0045669","positive regulation of osteoblast differentiation","28/3391","79/18860",0.354430379746835,1.97126421764238,4.05026728317106,0.000162118222216867,0.00221677055776903,0.00152897400516559,"CEBPD/ZHX3/FBN2/TMEM119/TENT5A/HGF/DNAI3/VEGFA/PRKD1/SMAD1/FERMT2/CTHRC1/CCN1/IL6R/FAM20C/MSX2/GLI3/JAG1/CCN4/SFRP2/YAP1/BMP6/CEBPB/BMPR1B/IGF1/MEF2C/LRP3/JUND",28
"GO:0006047","GO:0006047","UDP-N-acetylglucosamine metabolic process","9/3391","14/18860",0.642857142857143,3.57543076210136,4.51332293095507,0.000162176870579532,0.00221677055776903,0.00152897400516559,"MGAT1/UAP1/GFPT2/GNPDA1/AMDHD2/NAGK/GNPDA2/SLC35A3/PGM3",9
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","51/3391","174/18860",0.293103448275862,1.63017724402323,3.90995063143355,0.000163688225478579,0.00222772218362821,0.00153652767426062,"DUSP1/ADARB1/ERRFI1/CDKN1A/WARS1/PKIA/RASSF2/STAT3/NIBAN1/SMO/PRR5L/PDCD4/AGT/IER3/HEG1/PRKG1/INHBA/CHP1/CNKSR3/PTEN/PID1/HIPK3/SFRP2/MAPK8IP1/AMDHD2/GIT1/PTPN13/INPP5K/TP53/TSG101/AIDA/LPIN1/DNAJC3/ANKLE2/RB1/SFRP1/DDIT4/CORO1C/ITGB1BP1/PTPRJ/SOCS5/CDKN2A/ZBED3/NUPR1/SLIT2/PPARA/TARDBP/THY1/PRDX3/DEPTOR/DNAJA1",51
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","51/3391","174/18860",0.293103448275862,1.63017724402323,3.90995063143355,0.000163688225478579,0.00222772218362821,0.00153652767426062,"DUSP1/ADARB1/ERRFI1/CDKN1A/WARS1/PKIA/RASSF2/STAT3/NIBAN1/SMO/PRR5L/PDCD4/AGT/IER3/HEG1/PRKG1/INHBA/CHP1/CNKSR3/PTEN/PID1/HIPK3/SFRP2/MAPK8IP1/AMDHD2/GIT1/PTPN13/INPP5K/TP53/TSG101/AIDA/LPIN1/DNAJC3/ANKLE2/RB1/SFRP1/DDIT4/CORO1C/ITGB1BP1/PTPRJ/SOCS5/CDKN2A/ZBED3/NUPR1/SLIT2/PPARA/TARDBP/THY1/PRDX3/DEPTOR/DNAJA1",51
"GO:0035914","GO:0035914","skeletal muscle cell differentiation","29/3391","83/18860",0.349397590361446,1.94327294432818,4.0323240521934,0.00016646810524818,0.00226065128209325,0.00155923987394684,"ATF3/CITED2/KLF5/MAFF/MYC/SAP30/NLN/CDON/FKRP/NOTCH1/NR4A1/EGR2/FOXN2/BCL9/BMAL1/HLF/MSTN/NR1D2/BTG2/RB1/AKIRIN1/GPC1/NUPR1/CYP26B1/ANKRD1/MEF2C/SIX4/LARGE1/PPIF",29
"GO:0035107","GO:0035107","appendage morphogenesis","47/3391","157/18860",0.299363057324841,1.66499181986036,3.91744220308666,0.000168230388387166,0.00227473589814888,0.00156895446156906,"ERRFI1/ZBTB16/FBN2/CRABP2/MBNL1/COL3A1/PRRX1/PKDCC/FZD6/SOX9/EXT1/TGFB2/MOSMO/FGF10/RSPO2/NOTCH1/GDF5/MSX2/OSR2/GLI3/PSEN1/FGFR2/CACNA1C/SFRP2/TBX3/ASPH/GNA12/PCSK5/BPNT2/WDR19/TFAP2A/DKK1/TBX5/WNT5A/TBX2/GREM1/PBX2/CYP26B1/ATRX/BCL2L11/HDAC2/B9D1/PLXNA2/LARGE1/LNPK/ECE1/CHD7",47
"GO:0035108","GO:0035108","limb morphogenesis","47/3391","157/18860",0.299363057324841,1.66499181986036,3.91744220308666,0.000168230388387166,0.00227473589814888,0.00156895446156906,"ERRFI1/ZBTB16/FBN2/CRABP2/MBNL1/COL3A1/PRRX1/PKDCC/FZD6/SOX9/EXT1/TGFB2/MOSMO/FGF10/RSPO2/NOTCH1/GDF5/MSX2/OSR2/GLI3/PSEN1/FGFR2/CACNA1C/SFRP2/TBX3/ASPH/GNA12/PCSK5/BPNT2/WDR19/TFAP2A/DKK1/TBX5/WNT5A/TBX2/GREM1/PBX2/CYP26B1/ATRX/BCL2L11/HDAC2/B9D1/PLXNA2/LARGE1/LNPK/ECE1/CHD7",47
"GO:0170035","GO:0170035","L-amino acid catabolic process","30/3391","87/18860",0.344827586206897,1.9178555812038,4.01753107567779,0.000169543622122154,0.00228756276385892,0.00157780154056407,"CBS/LOC102724560/AASS/PRODH/GLS/ADHFE1/GLUL/DDAH1/HNMT/ALDH6A1/ALDH4A1/SHMT1/RIDA/BCAT2/GCAT/GPT2/MCCC1/MCCC2/SDSL/ACADSB/KYAT1/FAH/AADAT/IVD/GLUD1/HIBADH/IL4I1/HAAO/CDO1/GLUD2",30
"GO:0060419","GO:0060419","heart growth","34/3391","103/18860",0.330097087378641,1.8359277699679,3.98288513351281,0.000171199564666586,0.00229840731638912,0.00158528135793092,"WNT2/PDLIM5/S1PR1/RBPJ/TENM4/TGFB2/SMAD1/PIM1/HEG1/RUNX1/COL14A1/PRKG1/MYH10/NOTCH1/NRG1/PI16/ZFPM2/PARP2/FGFR2/YAP1/FOXP1/RGS4/MAPK11/TBX5/MAPK14/TBX2/PRKAR1A/JARID2/IGF1/MEF2C/PPARA/ACACB/GATA6/G6PD",34
"GO:0055013","GO:0055013","cardiac muscle cell development","31/3391","91/18860",0.340659340659341,1.89467271154089,4.00549713583725,0.000171446385730014,0.00229840731638912,0.00158528135793092,"TBX18/PDLIM5/SGCD/PLEC/SRF/VEGFA/ALPK3/SLC8A1/MEF2A/COL14A1/PRKG1/MYH10/SGCB/PI16/PDGFRA/PARP2/POPDC1/MTOR/TBX3/PDGFRB/FOXP1/OBSL1/RGS4/TBX5/IGF1/FHL2/NEBL/PPARA/LARGE1/CTCF/G6PD",31
